id,logoUrl,welcomeImageUrl,primaryColor,secondaryColor,language,fontFamily,borderRadius,enableAnimations,storeName,storeDescription,saleImageUrl
"1","https://drive.google.com/file/d/1iGS7oBN9ljGY0uyj7eeG1yy3a2wdLEcX/view?usp=sharing","https://cdn-icons-png.flaticon.com/512/2331/2331966.png","#3b82f6","#10b981","es","Inter","0.5rem","true","Mi Tienda","Descripción de la tienda","https://outwardhound.com/furtropolis/wp-content/uploads/2018/09/corgi-with-glasses-on-1024x536.webp"
